,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
84797,20190828X20449,Accident,2019-08-28,"McKenzie Bridge, OR",Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's delayed climb and misjudgment of the airplanes performance and the runway distance needed to clear obstacles at the end of the runway, which resulted in a collision with trees and subsequent impact with terrain. Contributing to the accident was the pilot's insufficient experience landing and taking off at mountain airports.",2.0,2.0,100.0,0.0,cessna172
84801,20190829X34852,Accident,2019-08-29,"Olney, TX",Non-Fatal,Substantial,air tractor,1.0,Turbo Prop,Business,0.0,1.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,air tractorAT502
84802,20190829X83853,Accident,2019-08-29,"Denver, CO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna172
84803,20190829X92028,Accident,2019-08-29,"Talkeetna, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,A failure of the aft left weld-on fuselage landing gear fitting due to a poor weld joint. ,2.0,0.0,0.0,100.0,piperPA-22-150
84806,20190913X15235,Accident,2019-08-29,"Gusap, Papua New Guinea",Fatal,Destroyed,air tractor,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,air tractorAT502
84807,20190830X73100,Accident,2019-08-30,"Prescott, AZ",Non-Fatal,Substantial,luscombe,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of directional control and subsequent overapplication of rudder pedal, which resulted in a runway excursion and the right wing striking the ground. ",2.0,0.0,0.0,100.0,luscombe8
84809,20190903X05611,Accident,2019-08-30,"Fairbanks, AK",Non-Fatal,Substantial,piper,,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The inappropriate application of paint underneath the engine cylinder hold-down nuts, which resulted in inadequate torque and the subsequent in-flight separation of the No. 3 cylinder, and resulted in a total loss of engine power. ",1.0,0.0,0.0,100.0,piperPA-18
84811,20200603X81031,Accident,2019-08-30,"Arctic Village, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,"The pilot's failure to maintain adequate airspeed while maneuvering to avoid mountainous terrain, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall. 

",2.0,1.0,50.0,50.0,piperPA22
84813,20190902X23852,Accident,2019-08-31,"Conroe, TX",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,,2.0,2.0,100.0,0.0,piperPA28
84815,20190917X82433,Incident,2019-08-31,"Cape Town, South Africa",Non-Fatal,,boeing,,,,0.0,0.0,0.0,133.0,,,,133.0,0.0,0.0,100.0,boeing737
84818,20190902X51258,Accident,2019-09-01,"Bandera, WA",Non-Fatal,Substantial,stinson,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's selection of unsuitable terrain for a simulated rejected takeoff, which resulted in a runway overrun and noseover.  ",1.0,0.0,0.0,100.0,stinson108
84819,20190903X95140,Accident,2019-09-01,"Foley, AL",Non-Fatal,Substantial,cirrus,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,,4.0,0.0,0.0,100.0,cirrusSR22
84820,20190905X84147,Accident,2019-09-01,"Manchester, NH",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during landing with a crosswind, which resulted in a runway excursion and impact with approach lights.  

",1.0,0.0,0.0,100.0,piperPA 28-180
84825,20190902X34852,Accident,2019-09-02,"Independence, MI",Non-Fatal,Substantial,piper,,,Personal,0.0,0.0,2.0,0.0,VMC,,,2.0,2.0,0.0,0.0,piperJ3C
84826,20190903X14713,Accident,2019-09-02,"Beluga, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain an adequate climb rate during takeoff in gusting wind conditions, which resulted in an uncontrolled descent.

",1.0,0.0,0.0,100.0,piperPA18
84828,20190903X83852,Accident,2019-09-02,"La Grange, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper flare, which resulted in a hard landing.",1.0,0.0,0.0,100.0,cessna172
84833,20190903X83853,Accident,2019-09-03,"Sawyer, MI",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper fuel management, which resulted in fuel starvation, a total loss of engine power, and an off-airport landing and impact with vegetation and a ditch. Contributing to the accident was the pilot's failure to follow the Emergency Power Loss During Flight checklist.    ",2.0,0.0,0.0,100.0,piperPA28
84834,20190904X83048,Accident,2019-09-03,"San Carlos, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.
",1.0,0.0,0.0,100.0,cessnaA185
84836,20190904X15204,Accident,2019-09-04,"LANCASTER, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during landing, which resulted in a ground loop.  ",1.0,0.0,0.0,100.0,cessna180
84839,20190905X13813,Accident,2019-09-04,"Henefer, UT",Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,2.0,0.0,0.0,0.0,VMC,,"The pilots decision to enter a canyon at low altitude, which resulted in controlled flight into terrain while attempting to exit the canyon.  ",2.0,2.0,100.0,0.0,cessna210
84840,20190911X54459,Accident,2019-09-04,"Winfield, AL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain proper wind correction input during taxi in a gusting tailwind, which resulted in a nose over.",1.0,0.0,0.0,100.0,piperJ3C
84841,20190905X00425,Accident,2019-09-05,"Charleston, WV",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilot's improper approach path at night and his misjudgment of the landing point, which resulted in landing short of the runway and impact with the runway's engineered materials arrestor system.

",1.0,1.0,100.0,0.0,cessna182
84843,20190906X30739,Accident,2019-09-05,"TAHLEQUAH, OK",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,The total loss of right engine power due to fuel starvation and the pilot's improper fuel management.,2.0,2.0,100.0,0.0,cessna310
84844,20190911X61152,Accident,2019-09-05,"Palmer, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain a proper descent rate, which resulted in a hard landing. 

",2.0,0.0,0.0,100.0,piperPA18
84845,20190917X94314,Accident,2019-09-05,"Chugiak, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"One of the pilots inadvertent application of the airplane's brakes, which resulted in a nose over. ",2.0,0.0,0.0,100.0,piperPA18
84846,20190925X15631,Accident,2019-09-05,"Racine, Canada",Fatal,Destroyed,cessna,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna172
84847,20191118X85751,Accident,2019-09-05,"Mazatan, Chiapas, Mexico",Non-Fatal,,piper,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,100.0,piperPA25
84850,20190906X45558,Accident,2019-09-06,"Hood River, OR",Fatal,Substantial,piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,piperPA18
84861,20190908X05518,Accident,2019-09-08,"Marathon, FL",Fatal,Substantial,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain a positive climb rate after takeoff due to spatial disorientation, which resulted in the airplanes descent into water.",2.0,2.0,100.0,0.0,cessna210
84863,20190908X55520,Accident,2019-09-08,"Berlin, MD",Non-Fatal,Substantial,grumman,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,grummanG164
84864,20190909X13121,Accident,2019-09-08,"Lakeview, SD",Fatal,Substantial,cessna,1.0,Reciprocating,Aerial Observation,2.0,0.0,0.0,0.0,VMC,,"The student pilots failure to maintain control of the airplane, which resulted in the exceedance of the airplanes critical angle-of-attack, an aerodynamic stall, and subsequent impact with terrain, and the student pilots non-compliance and lack of experience.

",2.0,2.0,100.0,0.0,cessna140
84865,20190909X21154,Accident,2019-09-08,"Mekoryuk, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during takeoff in gusting wind conditions. 

",1.0,0.0,0.0,100.0,cessna172
84866,20190911X92611,Accident,2019-09-08,"La Grande, OR",Fatal,Destroyed,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilots decision to continue visual flight rules flight into instrument meteorological conditions, which resulted in spatial disorientation and a loss of control.",1.0,1.0,100.0,0.0,piperPA32
84867,20190909X25123,Accident,2019-09-09,"WHITEHALL, MI",Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,,1.0,1.0,100.0,0.0,cessna150
84870,20190918X10113,Accident,2019-09-09,"Gransee, Germany",Fatal,Destroyed,cessna,,,,1.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,0.0,cessna208
84874,20190910X65550,Accident,2019-09-10,"Grassy Butte, ND",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"A total loss of engine power due to water contamination of the fuel, and the pilot's failure to conduct a preflight inspection.
",1.0,1.0,0.0,0.0,cessna172
84875,20190911X10827,Accident,2019-09-11,"Hollywood, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a hard landing and a collapsed nose landing gear.

",1.0,0.0,0.0,100.0,cessna152
84876,20190911X11037,Accident,2019-09-11,"Boca Raton, FL",Non-Fatal,Destroyed,piper,,,Personal,0.0,1.0,1.0,0.0,VMC,,,2.0,2.0,50.0,0.0,piperPA28
84878,20190911X60317,Accident,2019-09-11,"Colorado Springs, CO",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper taxi speed and his excessive use of brakes, which resulted in a brake fire and substantial thermal damage to the airplane.",2.0,0.0,0.0,100.0,piperPA28
84880,20190911X83636,Accident,2019-09-11,"St. Augustine, FL",Non-Fatal,Substantial,beech,,,Personal,0.0,2.0,0.0,0.0,VMC,,,2.0,2.0,100.0,0.0,beech35
84881,20190912X11052,Accident,2019-09-11,"Kingman, KS",Non-Fatal,Substantial,piper,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,piperPA34
84886,20190912X05539,Accident,2019-09-12,"Hemet, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's improper decision to perform a precautionary landing on unsuitable terrain, which resulted in a noseover.  ",2.0,0.0,0.0,100.0,cessna172F
84887,20190912X11044,Accident,2019-09-12,"Phoenix, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during an aborted takeoff, which resulted in a runway excursion and impact with runway signs while attempting to maneuver back onto the runway.",1.0,0.0,0.0,100.0,cessna172
84888,20190912X15638,Accident,2019-09-12,"Memphis, TN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The student pilot's improper landing flare and the flight instructor's delayed remedial action during landing, which resulted in a loss of airplane control and impact with terrain.

",2.0,0.0,0.0,100.0,cessna150
84889,20190912X21218,Accident,2019-09-12,"Bowie, MD",Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,"A blockage of the pitot static system that preclude the airspeed indicator from displaying speeds greater than 40 mph, which led the pilot to abort the landing and overrun the runway.",2.0,2.0,100.0,0.0,mooneyM20J
84897,20190915X91550,Accident,2019-09-13,"Hoagland, IN",Non-Fatal,Substantial,cirrus,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,IMC,,"A catastrophic engine failure and forced landing due to the separation of the No. 1 connecting rod as a result of migration of the connecting rod piston pin bushing. Contributing to the accident was the mechanics failure to follow manufacturer guidance during the most recent oil change, which likely would have detected bushing material lost from the rod piston pin, which would have indicated impending migration and connecting rod failure.",2.0,2.0,100.0,0.0,cirrusSR22
84903,20190914X53757,Accident,2019-09-14,"Marana, AZ",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,,3.0,0.0,0.0,100.0,piperPA28
84909,20190916X82539,Accident,2019-09-15,"Gulf of Mexico,",Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"A loss of engine power for undetermined reasons.
",1.0,0.0,0.0,100.0,piperPA46
84910,20190917X44914,Accident,2019-09-15,"Healy, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack while taking off from water in shifting wind conditions.

",2.0,0.0,0.0,100.0,piperPA 12
84911,20190918X63903,Accident,2019-09-15,"Toklat, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,Unk,,"The pilot's loss of airplane control and his subsequent exceedance of the airplane's critical angle of attack during takeoff in variable, gusting wind conditions, which resulted in an aerodynamic stall.",1.0,1.0,0.0,0.0,cessna175
84912,20191001X90823,Accident,2019-09-15,"Pedreguer, Spain",Fatal,Destroyed,cirrus,,,,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,cirrusSR22
84914,20190917X81400,Accident,2019-09-16,"Owasso, OK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper altitude and airspeed control during landing, which resulted in the airplane landing long and a subsequent runway overrun and impact with a drainage culvert. 

",2.0,0.0,0.0,100.0,piperPA32R
84920,20190918X55228,Accident,2019-09-17,"Naples, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a porpoised landing and a nose landing gear collapse.

",1.0,0.0,0.0,100.0,cessna152
84923,20190919X42144,Accident,2019-09-17,"New Meadows, ID",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's failure to maintain directional control during takeoff with a gusting, right quartering headwind, which resulted in a noseover.  ",2.0,0.0,0.0,100.0,piperPA18
84924,20190918X85320,Accident,2019-09-18,"London, OH",Fatal,Destroyed,beech,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilots exceedance of the airplanes critical angle of attack while maneuvering toward the final leg of the traffic pattern and facing the rising sun, which resulted in a subsequent aerodynamic stall at too low an altitude to recover.",1.0,1.0,100.0,0.0,beechV35
84927,20190924X61612,Accident,2019-09-18,"Denton, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a hard, bounced landing and a nose landing gear collapse.

",1.0,0.0,0.0,100.0,cessna152
84929,20190919X05306,Accident,2019-09-19,"Nixon, NV",Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,A loss of airplane control while maneuvering due to spatial disorientation after inadvertently entering instrument meteorological conditions (IMC). Contributing to the accident was the pilot's inexperience in IMC conditions.,2.0,2.0,100.0,0.0,cessna182
84930,20190919X65015,Accident,2019-09-19,"Torrance, CA",Fatal,Destroyed,cessna,1.0,Reciprocating,Other Work Use,1.0,0.0,1.0,0.0,VMC,,,2.0,2.0,50.0,0.0,cessna177
84931,20190920X52540,Accident,2019-09-20,"Pepperell, MA",Non-Fatal,Substantial,cessna,1.0,Turbo Prop,Skydiving,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of control when the airplane encountered a downdraft during landing approach, which resulted in a subsequent hard landing and gear collapse.  
",2.0,0.0,0.0,100.0,cessna208
84934,20190923X24705,Accident,2019-09-20,"Coffs Harbour, Australia",Fatal,Destroyed,mooney,,,,2.0,0.0,0.0,0.0,,,,2.0,2.0,100.0,0.0,mooneyM20J
84936,20190921X12124,Accident,2019-09-21,"Conroe, TX",Fatal,Destroyed,cessna,,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"A partial loss of engine power due to fuel contamination with water, and the pilots failure to maintain control of the airplane during an attempted return to the airport shortly after takeoff, which resulted in an aerodynamic stall. ",2.0,2.0,100.0,0.0,cessnaA185
84939,20191023X92857,Accident,2019-09-21,"Baska, Krk Island, Croatia",Non-Fatal,Substantial,cessna,,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,100.0,cessna172
84944,20190924X40244,Accident,2019-09-23,"Skwentna, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper decision to depart from an off-airport surface covered with standing water, which resulted in a noseover.",1.0,0.0,0.0,100.0,piperPA18
84946,20190926X10236,Accident,2019-09-23,"Boulder, CO",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop. 

",2.0,0.0,0.0,100.0,piperPA18
84947,20190927X11515,Accident,2019-09-23,"Plant City, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during the aborted landing, which resulted in a runway excursion and impact with a ditch. 

",1.0,0.0,0.0,100.0,cessna172
84948,20190924X03137,Accident,2019-09-24,"Prairie Grove, AR",Fatal,Substantial,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,The noninstrument-rated pilot's loss of control due to spatial disorientation after encountering instrument meteorological conditions at night. ,1.0,1.0,100.0,0.0,cessna150
84950,20190924X05114,Accident,2019-09-24,"Gresham, OR",Non-Fatal,Substantial,beech,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,,,2.0,2.0,0.0,0.0,beech35
84952,20190924X51230,Accident,2019-09-24,"Manville, NJ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,,1.0,0.0,0.0,100.0,cessna172
84953,20191023X31849,Accident,2019-09-24,"ELIZABETHTOWN, NC",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,,"The pilot's improper landing flare, which resulted in a hard landing and postaccident fire. Contributing to the accident was the pilots distraction during short final.

",3.0,1.0,0.0,66.66666666666666,cessna182
84955,20190925X33744,Accident,2019-09-25,"St. Augustine, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a bounced, hard landing.",1.0,0.0,0.0,100.0,cessna172
84957,20190926X00136,Accident,2019-09-25,"Lexington, NE",Non-Fatal,Substantial,cirrus,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during a go around, which resulted in an aerodynamic stall and a hard landing.",2.0,2.0,50.0,0.0,cirrusSR22
84958,20190926X90325,Accident,2019-09-25,"Lafayette, IN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a bounced landing and subsequent nose landing gear collapse.  ",1.0,0.0,0.0,100.0,cessna152
